organization_name,org_type,amenity,healthcare,social_facility,address,city,lat,lon,distance_miles
Who's on First?,kindergarten,kindergarten,,,,,40.6807564,-73.9991983,9.57
Quest Diagnostics,sample_collection,,sample_collection,,348 13th Street,,40.6649851,-73.9851648,9.57
South Slope Oral Surgery,dentist,dentist,dentist,,472 4th Avenue,Brooklyn,40.6695039,-73.989712,9.57
Park Slope Center for Mental Health,centre,,centre,,,,40.6650532,-73.9853293,9.57
"Dr. Himansh Khanna MD, FACS",doctors,doctors,doctor,,348 13th Street,,40.6649545,-73.9853199,9.57
"Alan Stein, MD",doctors,doctors,doctor,,348 13th Street,,40.66499,-73.9852934,9.57
Physical & Occupational Therapy,physiotherapist,,physiotherapist,,31 East Merrick Road,Valley Stream,40.6645599,-73.6968742,9.57
Cresthill Academy Day Care and Preschool,school,school,,,1300 Sinatra Drive North,,40.7525949,-74.0236937,9.57
New Jersey Gynecomastia Center,doctors,doctors,doctor,,1567 Palisade Avenue,Fort Lee,40.847901,-73.9700759,9.57
Windsor Physical Therapy,physiotherapist,,physiotherapist,,1502 8th Avenue,,40.6621196,-73.9824429,9.58
Penguin Coding School,kindergarten,kindergarten,,,424 7th Avenue,,40.6638698,-73.9843123,9.58
Mineola High School,school,school,,,10 Armstrong Road,Garden City Park,40.7413449,-73.6582192,9.58
Public School 95,school,school,,,3961 Hillman Avenue,Bronx,40.8830749,-73.8915807,9.58
Roosevelt Elementary School,school,school,,,,,40.7787563,-74.0198481,9.58
Yeshiva Ketana School of Long Island,school,school,,,,,40.646384,-73.7187105,9.59
Albert Tuitt Senior Educational Campus IS/HS 362,school,school,,,,,40.8882399,-73.8527657,9.59
South Slope Pediatrics,doctor,,doctor,,,,40.6670803,-73.9878437,9.59
Rite Aid,pharmacy,pharmacy,pharmacy,,444 Hillside Avenue,Williston Park,40.7539898,-73.6576194,9.59
Good Shepard Services,social_facility,social_facility,,outreach,503 5th Avenue,,40.6669688,-73.9877783,9.59
Smiles 4 Life Orthodontics,dentist,dentist,dentist,,503 5th Avenue,,40.6669893,-73.9878231,9.59
Brooklyn Health Physical Therapy,physiotherapist,,physiotherapist,,503 5th Avenue,,40.6670097,-73.9878679,9.59
Collective Kind,kindergarten,kindergarten,,,,,40.6637306,-73.9844202,9.59
Yvonne Dang,doctor,,doctor,,,,40.6622452,-73.9827796,9.59
Brooklyn Fibroid,clinic,,clinic,,406 15th Street,,40.6622637,-73.9828174,9.59
Explorer Studio,kindergarten,kindergarten,,,,,40.6773714,-73.9969637,9.59
Maiden Lane Medical,clinic,clinic,,,503 5th Avenue,,40.6669498,-73.9877382,9.59
Caton Park Rehabilitation & Nursing Center,social_facility,social_facility,,nursing_home,1312 Caton Avenue,,40.6495091,-73.9673282,9.59
Happy Montessori School of Port Washington,school,school,,,,,40.8381255,-73.6994921,9.59
Apple Montessori,kindergarten,kindergarten,,,,,40.7492517,-74.0242853,9.6
Bluebird Midwifery,midwife,,midwife,,,,40.6843315,-74.0024167,9.6
Jeffrey Dressel DDS,dentist,dentist,dentist,,62 2nd Place,,40.6797285,-73.9990923,9.6
Nativity of Our Blessed Lady School,school,school,,,3893 Dyre Avenue,,40.8887347,-73.8315352,9.61
Sweet Qi Acupunturex & Apothecary,alternative,,alternative,,269 13th Street,Brooklyn,40.666706,-73.9879385,9.61
Mineola Urgent Care,clinic,clinic,clinic,,292 A Herricks Road,Mineola,40.7447155,-73.6573447,9.61
Frank R. DePaola DDS & Associates,dentist,dentist,dentist,,1130 Maxwell Lane,Hoboken,40.7504919,-74.0243506,9.61
Ditmas Park Medical Care,clinic,clinic,,,2020 Cortelyou Road,,40.643491,-73.9589876,9.61
Ballard Pharmacy,pharmacy,pharmacy,pharmacy,,226 Prospect Park West,,40.6599818,-73.9809952,9.61
John F Kennedy High School,school,school,,,,,40.8777778,-73.9130556,9.62
Zoni English,school,school,,,Bergenline Avenue,,40.786905,-74.0180579,9.62
"Performance Edge Chiropractic, O.C.",alternative,,alternative,,7112 Avenue U,Brooklyn,40.6199577,-73.9070249,9.62
Henry Viscardi School,school,school,,,,,40.7683649,-73.6585551,9.62
Marble Hill High School of International Studies,school,school,,,,,40.8779262,-73.9130469,9.63
Saint Mary School,school,school,,,3956 Carpenter Avenue,,40.8881201,-73.8635216,9.63
Walgreens,pharmacy,pharmacy,pharmacy,,,,40.6566543,-73.9776842,9.63
Tiny Purple Pantry,social_facility,social_facility,,food_bank,,,40.6702071,-73.9917883,9.63
Bronx Excellence 3 Elementary,school,school,,,3956 Carpenter Avenue,Bronx,40.8881477,-73.8634776,9.63
Mary McDowell Friends Middle School,school,school,,,133-135 Summit Street,,40.681888,-74.0013975,9.63
Number 1 Elementary School,school,school,,,,,40.7917182,-74.016256,9.63
Number 4 Elementary School,school,school,,,,,40.8387597,-73.9824131,9.63
Holy Name of Mary School,school,school,,,,,40.6616084,-73.6983614,9.63
Saint Joseph the Worker Catholic Academy,school,school,,,241 Prospect Park West,,40.6592393,-73.9805928,9.63
Walgreens,pharmacy,pharmacy,pharmacy,,1320 McFeeley Shipyard Lane,Hoboken,40.7523714,-74.0248592,9.64
Chickpeas,kindergarten,kindergarten,,,,,40.6628252,-73.9847723,9.64
Park Chemists,pharmacy,pharmacy,pharmacy,,,,40.6685538,-73.9905169,9.64
Element Natural Healing Arts,alternative,,alternative,,,,40.684383,-74.0034176,9.64
Bright Horizons,kindergarten,kindergarten,,,,,40.7500782,-74.0249056,9.64
Cornerstone Healing,alternative,,alternative,,476 Court Street,Brooklyn,40.6776523,-73.9983438,9.64
Exchange Physical Therapy Group,physiotherapist,,physiotherapist,,,,40.7528761,-74.0248649,9.64
Center Street Elementary School,school,school,,,240 Center Street,Williston Park,40.757987,-73.6570215,9.64
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7847296,-74.0191633,9.64
Smith Street Maternelle,kindergarten,kindergarten,,,607 Henry Street,,40.6807273,-74.0009,9.65
Goal BMI,doctor,,doctor,,480 Court Street,,40.6775433,-73.9983892,9.65
Windsor Dentistry,dentist,dentist,dentist,,1663 10th Avenue,,40.6575532,-73.9792337,9.65
Rebuilding Together,social_facility,social_facility,,yes,126 10th Street,,40.6716579,-73.9934411,9.65
Jiliang Xiao Acupuncture,alternative,,alternative,,410 Hillside Avenue,Williston Park,40.7541981,-73.6565554,9.65
District 2 Pre-K Center,kindergarten,kindergarten,,,2-26 Washington Street,New York,40.7055464,-74.0155366,9.65
Downtown Vein Treatment Center,doctors,doctors,doctor,,480 Court Street,Brooklyn,40.6775295,-73.9984072,9.65
DeMoore Speech Therapy,speech_therapist,,speech_therapist,,,,40.652067,-73.9727354,9.66
Dosik Hematology / Oncology,clinic,clinic,clinic,,,,40.6683169,-73.990714,9.66
Be Above Pre School,kindergarten,kindergarten,,,,,40.6432491,-73.9602929,9.66
Montefiore Einstein Radiology at Riverdale,doctors,doctors,doctor,,3050 Corlear Avenue,Bronx,40.8799964,-73.9079702,9.66
Sunrise Medical Laboratories,clinic,clinic,clinic,,85 East Merrick Road,Valley Stream,40.6641812,-73.695065,9.66
Northwell Health – GoHealth Urgent Care,clinic,clinic,clinic,,1033 Northern Boulevard,Roslyn,40.7978574,-73.6673304,9.66
Windsor Podiatry,doctor,,doctor,,,,40.6607403,-73.9830954,9.67
Park Slope Medical Center,doctors,doctors,doctor,,,,40.6624803,-73.9850689,9.67
Brooklyn Endovascular Center,doctor,,doctor,,,,40.6830417,-74.0031747,9.67
JAG Physical Therapy,physiotherapist,,physiotherapist,,,,40.7507959,-74.0255187,9.67
Salvation Army Donation Center,social_facility,social_facility,,donation_centre,109 2nd Avenue,,40.6715675,-73.9938679,9.67
Union Hill High School,school,school,,,,,40.7737764,-74.0227975,9.67
Dermatology Office,doctor,,doctor,,254 Prospect Park West,,40.659051,-73.9816894,9.68
Optum,clinic,clinic,clinic,,1111 Hudson St,Hoboken,40.7499888,-74.0257639,9.68
Intermediate School 78,school,school,,,,,40.6208152,-73.9130105,9.68
International School of Brooklyn,school,school,,,477 Court Street,,40.6765379,-73.9982777,9.68
Park Slope Family Health Center,clinic,,clinic,,220 13th Street,,40.6674342,-73.9902296,9.68
Duane Reade,pharmacy,pharmacy,pharmacy,,,,40.70522,-74.0162734,9.69
Brooklyn Sandbox,kindergarten,kindergarten,,,,,40.6641963,-73.9874435,9.69
Walgreens,pharmacy,pharmacy,pharmacy,,,,40.7702758,-74.0240593,9.69
Brooklyn Apple Academy,kindergarten,kindergarten,,,,,40.6657373,-73.9888751,9.69
The Dermatology Specialists,doctor,,doctor,,,,40.6660274,-73.9891379,9.69
Beam Center,social_facility,social_facility,,outreach,60 Sackett Street,,40.6856727,-74.0052798,9.69
Frio Chiropractic,alternative,,alternative,,,,40.7530722,-74.0259348,9.69
Willow Road School,school,school,,,880 Catalpa Drive,Franklin Square,40.6848947,-73.6768024,9.69
Valley Stream North High School,school,school,,,750 Herman Avenue,Franklin Square,40.6868241,-73.675527,9.69
PS 124 Silas B. Dutcher,school,school,,,,,40.6674713,-73.9906137,9.69
Saint Francis Hospital,hospital,hospital,hospital,,100 Port Washington Boulevard,Roslyn,40.8046318,-73.670303,9.69
Number 1 Elementary School,school,school,,,,,40.8493182,-73.9717168,9.7
Dr. Allan Kaiser,doctor,,doctor,,,,40.652035,-73.9738227,9.7
Maimonides Doctors,clinic,clinic,clinic,,550 5th Avenue,,40.6658406,-73.9892954,9.7
Project Reach Youth,social_facility,social_facility,,outreach,,,40.6670552,-73.9903356,9.7
14th Street Preschool,kindergarten,kindergarten,,,,,40.667084,-73.9903961,9.7
New York Memory Center,social_facility,social_facility,yes,day_care,,,40.6671129,-73.9904566,9.7
Hudson's House,kindergarten,kindergarten,,,67 Woodhull Street,,40.681261,-74.0023402,9.7
Venus Dental Lab,dentist,dentist,dentist,,528 3rd Avenue,Brooklyn,40.669444,-73.9929016,9.71
M.B. Drugs,pharmacy,pharmacy,pharmacy,,222 15th Street,,40.6653358,-73.9890657,9.71
Sunrise Medical Associates,yes,,yes,,,,40.6593205,-73.6988755,9.71
Walgreens,pharmacy,pharmacy,pharmacy,,652 Hempstead Turnpike,Franklin Square,40.7070551,-73.6641171,9.71
Evolve Physical Therapy,physiotherapist,,physiotherapist,,550 5th Avenue,Brooklyn,40.6658021,-73.9893963,9.71
Saint Bernard School,school,school,,,,,40.6194516,-73.910105,9.71
Fort Lee School #1,school,school,,,,,40.8494609,-73.9717221,9.71
Cobble Hill Playschool,kindergarten,kindergarten,,,653 Hicks Street,,40.6808821,-74.0025883,9.72
Honeydew Drop,kindergarten,kindergarten,,,,,40.6656807,-73.9898544,9.73
Giocare Play School,kindergarten,kindergarten,,,,,40.6655533,-73.9895494,9.73
Carroll Gardens Podiatry,doctor,,doctor,,,,40.6760237,-73.9991169,9.73
Periodontics & Implant Center,dentist,dentist,dentist,,,,40.7518835,-74.0266965,9.73
Ditmas Park Rehab & Care Center,social_facility,social_facility,,nursing_home,2107 Ditmas Avenue,Brooklyn,40.6402216,-73.9576088,9.73
JCC Brooklyn,kindergarten,kindergarten,,,1224 Prospect Avenue,,40.6532944,-73.9764071,9.74
Zabala Works,alternative,,alternative,,1663A 8th Avenue,,40.6598465,-73.9840182,9.74
General Dentistry,dentist,,dentist,,6820 Avenue U,,40.6186095,-73.9089884,9.74
Park Slope Schoolhouse,kindergarten,kindergarten,,,556 5th Avenue,,40.6654093,-73.9896644,9.74
Eye Site Vision Center,optometrist,,optometrist,,,,40.751047,-74.0269518,9.74
Public School K146 Brooklyn New School,school,school,,,610 Henry Street,,40.679581,-74.0020969,9.74
Horace Mann Number 9 Elementary School,school,school,,,,,40.8065261,-74.0111621,9.74
Bklyn Speech,speech_therapist,,speech_therapist,,275 Prospect Park West,,40.6581127,-73.9822324,9.75
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,2320 Ralph Avenue,Brooklyn,40.6213052,-73.9177001,9.75
Advanced Orthopedics,clinic,clinic,clinic,,133 East Merrick Road,Valley Stream,40.6636483,-73.6934447,9.75
Eye Site,optometrist,,optometrist,,,,40.7504131,-74.0271572,9.75
Prompt-MD Urgent Care Center,clinic,clinic,clinic,,2059 Hudson Street,Fort Lee,40.8525567,-73.9686194,9.75
Bergen Boulevard School,school,school,,,,,40.8296823,-73.994526,9.75
Rite Aid,pharmacy,pharmacy,pharmacy,,22B Knolls Crescent,,40.8784652,-73.9176052,9.76
Prospect Kids Academy,kindergarten,kindergarten,,,,,40.6621878,-73.9870076,9.76
New You Plastic Surgery,doctors,doctors,doctor,,,,40.7984313,-73.6655703,9.76
Saint Augustine's School,school,school,,,,,40.7754453,-74.024294,9.76
Christian Heritage Academy,school,school,,,,,40.6281242,-73.9357708,9.77
Sunrise Medical Laboratories,laboratory,,laboratory,,143 15th Street,,40.6670245,-73.9920679,9.77
Quality Medical,clinic,clinic,clinic,,East Merrick Road,Valley Stream,40.6635388,-73.6929981,9.77
Carroll Gardens Dental,dentist,dentist,dentist,,,,40.6753314,-73.9994486,9.77
Bright Horizons,kindergarten,kindergarten,,,,,40.7401978,-74.0269596,9.77
Public School 10,school,school,,,511 7th Avenue,,40.6609074,-73.9859427,9.77
North Bergen High School,school,school,,,,,40.8016257,-74.0146106,9.77
Brooklyn Avenue School,school,school,,,Brooklyn Avenue,Valley Stream,40.6582412,-73.6986397,9.77
Kids-Centric,kindergarten,kindergarten,,,,,40.657721,-73.9826417,9.78
PT & Wellness,physiotherapist,,physiotherapist,,East Merrick Road,Valley Stream,40.6636176,-73.6926108,9.78
Southwest Medical Imaging PC,clinic,clinic,clinic,,141B East Merrick Road,Valley Stream,40.6635087,-73.6928951,9.78
Chai Tots Preschool,kindergarten,kindergarten,,,,,40.6523444,-73.9762244,9.78
Modern Micro Endodontics,dentist,dentist,dentist,,901 Washington Street,Hoboken,40.7473519,-74.027683,9.78
Better Life Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7486944,-74.027693,9.78
"Marian Farag, D.M.D.",dentist,dentist,dentist,,,,40.7489322,-74.0276058,9.78
Dynamic Solutions Pediatric Physical & Occupational Therapy,physiotherapist,,physiotherapist,,,,40.6751488,-73.9995385,9.78
JAG-One,physiotherapist,,physiotherapist,,,,40.6667068,-73.9920395,9.78
CityMD,clinic,clinic,clinic,,,,40.8842786,-73.8996623,9.79
Rogosin Institute Brooklyn Home Dialysis,yes,,yes,,527 Court Street,,40.6748504,-73.999344,9.79
Hoboken Orthodontics,dentist,dentist,dentist,,,,40.7482024,-74.0278223,9.79
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7060103,-73.6629444,9.79
Valley Stream Pediatrics,clinic,clinic,clinic,,167 East Merrick Road,Valley Stream,40.6634867,-73.6922149,9.8
"Ace Dental Care, P.C.",dentist,dentist,dentist,,600 Hempstead Turnpike,,40.706715,-73.6625417,9.8
Stevens Cooperative School,school,school,,,,,40.7406745,-74.0275376,9.8
Apple Montessori Schools,kindergarten,kindergarten,,,,,40.7386091,-74.0274471,9.8
Jefferson Elementary School,school,school,,,,,40.7720092,-74.0257148,9.8
Choo Choo Train Project,kindergarten,kindergarten,,,,,40.6743534,-73.9995893,9.81
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7537534,-74.0281854,9.81
Park Slope Dental Associates,dentist,dentist,dentist,,,,40.6644163,-73.9904772,9.81
S&L Dental,dentist,dentist,dentist,,,,40.7460805,-74.0280581,9.81
Cross River Therapy,psychotherapist,,psychotherapist,,221 River Street,Hoboken,40.7385852,-74.0277059,9.81
"Esteban Barrera, D.D.S.",dentist,dentist,dentist,,,,40.7704005,-74.0263048,9.81
Manhattan View,rehabilitation,,rehabilitation,,,,40.7695316,-74.0263554,9.81
Therapy and Learning Center,kindergarten,kindergarten,,,1723 8th Avenue,,40.6589942,-73.9846983,9.81
All Saints Episcopal Day School,school,school,,,,,40.7450046,-74.0281805,9.81
Hoboken Charter School,school,school,,,,,40.7452078,-74.0281153,9.81
School Playground,school,school,,,,,40.7870524,-74.0216913,9.81
Kiddie Academy,kindergarten,kindergarten,,,,,40.7376111,-74.0277447,9.82
Palisades Women's Group,doctors,doctors,doctor,,,,40.7547633,-74.0282697,9.82
Prospect Care Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.6643218,-73.9905537,9.82
afc Urgent Care,clinic,clinic,clinic,,,,40.7775931,-74.0247952,9.82
Prospect Hill School,school,school,,,,,40.8898753,-73.8086314,9.82
Drugs Care Pharmacy,pharmacy,pharmacy,pharmacy,,1001 Church Avenue,,40.646752,-73.9702125,9.83
Desai's Pharmacy,pharmacy,pharmacy,pharmacy,,228 West 238th Street,,40.8848019,-73.9001533,9.83
Saint Joseph's Medical Practice,clinic,clinic,clinic,,226 West 238th Street,,40.8847584,-73.9000026,9.83
United Sleep Center,clinic,clinic,clinic,,50 Rose Place,New Hyde Park,40.7384554,-73.6536368,9.83
Dr. Michael J. Marco Chiropractor,alternative,,alternative,,,,40.7446195,-74.0285059,9.83
District 15 Pre-K School of Journeys,kindergarten,kindergarten,,,,,40.6559685,-73.98174,9.83
Dr. David Schiettino Podiatrist,podiatrist,,podiatrist,,,,40.7446164,-74.0284483,9.83
Washington School,school,school,,,,,40.7757862,-74.0254855,9.83
Family & Cosmetic Dentistry,dentist,dentist,dentist,,,,40.7451577,-74.0287521,9.84
Dental Arts,dentist,dentist,dentist,,726 Washington Street,Hoboken,40.7455501,-74.0286403,9.84
Medical Arts,doctors,doctors,doctor,,728 Washington Street,Hoboken,40.745581,-74.0286316,9.84
MS 442 School of Innovation,school,school,,,,,40.6563819,-73.9825519,9.84
John Street Elementary School,school,school,,,560 Nassau Boulevard,Franklin Square,40.7051405,-73.6623446,9.84
Prospect Hill School,school,school,,,17 Clay Avenue,Pelham,40.8900895,-73.8084759,9.84
Hoboken Catholic Academy,school,school,,,,,40.7416006,-74.0286587,9.85
"Brescia & Migliaccio, MD, PC",doctors,doctors,doctor,,,,40.7437687,-74.0287648,9.85
Hoboken Family Dental,dentist,dentist,dentist,,,,40.7449492,-74.0288649,9.85
LabCorp,laboratory,,laboratory,,121 River Street,Hoboken,40.7382092,-74.0283232,9.85
Red Hook Family Health Center,clinic,clinic,clinic,,,,40.6828192,-74.0067687,9.85
Brooklyn Urban Garden Charter School,school,school,,,,,40.656736,-73.9831393,9.85
DaVita Dialysis,clinic,clinic,dialysis,,133 Mill Street,,40.6751095,-74.0012889,9.86
Urgent Care,clinic,clinic,clinic,,,,40.706215,-73.6615796,9.86
Center Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.852152,-73.9720493,9.86
Duane Reade,pharmacy,pharmacy,pharmacy,,1517 Cortelyou Road,,40.6417742,-73.9638251,9.86
Lincoln Number 5 Elementary School,school,school,,,,,40.7946218,-74.0196292,9.86
Lawrence High School,school,school,,,2 Reilly Road,Cedarhurst,40.6318724,-73.7347707,9.86
PS53K,school,school,,,,,40.6480441,-73.9730845,9.87
MS 389,school,school,,,,,40.6479608,-73.9730262,9.87
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,17 Jericho Turnpike,Mineola,40.7458713,-73.6523341,9.87
Ivy Rehab Physical Therapy,physiotherapist,,physiotherapist,,,,40.7438331,-74.0291552,9.87
Middle School 88,school,school,,,544 7th Avenue,,40.6604319,-73.9878361,9.87
Stanley S. Lamm Institute Preschool,kindergarten,kindergarten,,,,,40.6560591,-73.9828925,9.87
Visitation School,school,school,,,171 West 239th Street,,40.8858315,-73.898404,9.87
Acacia Network,social_facility,social_facility,,outreach,561 Court Street,,40.6733677,-73.9999609,9.87
KoKo NYC,kindergarten,kindergarten,,,440 19th Street,,40.6577547,-73.9849109,9.87
PS 130 Upper School,school,school,,,,,40.6478775,-73.9729679,9.88
Union City Oral Surgery Group,dentist,dentist,dentist,,311 33rd Street,Union City,40.7711559,-74.0275243,9.88
Gerstenfield Dental,dentist,dentist,dentist,,,,40.7429805,-74.0294197,9.88
Hackensack Radiology,clinic,clinic,clinic,,,,40.7375565,-74.0289059,9.88
Searingtown Elementary School,school,school,,,106 Beverly Drive,Albertson,40.7714547,-73.654156,9.88
Mesilas Bais Yaakov,school,school,,,420 19th Street,,40.6580477,-73.9853958,9.88
Smart Kds R Us,kindergarten,kindergarten,,,29-31 Kermit Place,,40.6484995,-73.9738986,9.88
Public School 103,school,school,,,,,40.8920212,-73.8622492,9.89
Rite Aid,pharmacy,pharmacy,pharmacy,,4151 White Plains Road,Bronx,40.8923155,-73.8581953,9.89
PS 295,school,school,,,330 18th Street,,40.66103,-73.9888761,9.89
MS 443,school,school,,,330 18th Street,,40.661081,-73.9889607,9.89
Garden City High School,school,school,,,170 Rockaway Avenue,Garden City,40.7335856,-73.6531138,9.89
Public School 203,school,school,,,5101 Avenue M,Brooklyn,40.6219038,-73.9257249,9.89
One World Project,kindergarten,kindergarten,,,302 Vanderbilt Street,,40.6522221,-73.9788415,9.89
Daniel Webster Number 2 Elementary School,school,school,,,,,40.7686297,-74.0280504,9.89
P53K,school,school,,,544 7th Avenue,,40.6605532,-73.9887578,9.9
Pasha Dental,dentist,dentist,dentist,,626 5th Avenue,,40.6632928,-73.991607,9.91
Optimize,alternative,,alternative,,,,40.7408147,-74.0296717,9.91
Joseph F. Brandt Middle School,school,school,,,215 9th St,,40.7474504,-74.030177,9.91
Carrie P. Weber Middle School,school,school,,,,,40.8285232,-73.682424,9.91
Rite Aid,pharmacy,,pharmacy,,993 Port Washington Boulevard,Port Washington,40.8297395,-73.6834677,9.91
Fort Lee High School,school,school,,,,,40.8581728,-73.9648151,9.91
Accurate Pharmacy,pharmacy,pharmacy,pharmacy,,639 5th Avenue,,40.6628696,-73.9916316,9.92
Garden State Orthopaedic Associates,yes,,yes,,,,40.7364904,-74.0295234,9.92
Pursue Physical Therapy & Performance Training,physiotherapist,,physiotherapist,,80 River Street,Hoboken,40.7362082,-74.0293855,9.92
IV Elements,alternative,,alternative,,36 Newark Street,Hoboken,40.7367774,-74.0294327,9.92
Walgreens,pharmacy,pharmacy,pharmacy,,1300 Willow Avenue,Hoboken,40.7529169,-74.0301928,9.92
Our Lady of Liberia School,school,school,,,,,40.7900288,-74.022721,9.92
Third Root Community Health Center,clinic,,clinic,,380 Marlborough Road,Brooklyn,40.6408013,-73.9644925,9.93
CityMD,clinic,clinic,clinic,,,,40.7396658,-74.0300189,9.93
Dental Associates of Hoboken,dentist,dentist,dentist,,,,40.73973,-74.0299992,9.93
Nurturing Life,alternative,,alternative,,,,40.741432,-74.0301703,9.93
Summit Academy Charter School,school,school,,,27 Huntington Street,Brooklyn,40.6775735,-74.0047534,9.93
Friends Of Firefighters,counselling,,counselling,,,,40.6816417,-74.007632,9.93
Oasis Orthopedic & Spine,doctors,doctors,doctor,,6000 John F. Kennedy Boulevard,West New York,40.7920076,-74.0221511,9.93
Long Island Spine Specialist,clinic,clinic,clinic,,565 Hempstead Turnpike,West Hempstead,40.7058892,-73.6602293,9.93
Soterios Ellenas Parochial School,school,school,,,224 18th Street,Brooklyn,40.6630068,-73.9920505,9.94
Learn & Play Daycare,kindergarten,kindergarten,,,80 Herricks Road,,40.7379739,-73.6516203,9.94
Hoboken Ankle & Foot Center,podiatrist,,podiatrist,,,,40.7424685,-74.0303689,9.94
NY Laser MD,doctors,doctors,doctor,,289 Hillside Avenue,,40.7542813,-73.650926,9.94
Red Hook Neighborhood School,school,school,,,27 Huntington Street,Brooklyn,40.6776204,-74.0049212,9.94
Ivyrehab,physiotherapist,,physiotherapist,,1412 Cortelyou Road,,40.6408616,-73.9648057,9.94
PS 130 Lower School,school,school,,,70 Ocean Parkway,,40.648933,-73.9759828,9.94
South Salem Elementary School,school,school,,,,,40.818645,-73.6739407,9.94
Hellenic Classical Charter School,school,school,,,646 5th Avenue,,40.662851,-73.9922222,9.95
Hoboken Integrated Healthcare,doctors,doctors,alternative,,90 Hudson Street,Hoboken,40.7369926,-74.0300423,9.95
Former Site of Roslyn–Flower Hill Elementary School,school,school,,,Center Drive,Roslyn,40.8035057,-73.6642629,9.95
Red Hook Initiative,social_facility,social_facility,,outreach,767 Hicks Street,,40.6767577,-74.0044709,9.95
Public School 47,school,school,,,,,40.6065375,-73.8209595,9.95
Hudson Family Chiropractic Therapy,alternative,,alternative,,51 Newark Street,Hoboken,40.7366204,-74.0302623,9.96
Celebrity Dental,dentist,dentist,dentist,,660 Dogwood Avenue,Franklin Square,40.6894946,-73.6680673,9.96
Wallace School,school,school,,,1100 Willow Ave,,40.7510431,-74.0310479,9.96
Mill Basin Yeshiva Academy,school,school,,,6363 Avenue U,,40.6165096,-73.9132032,9.96
P.S. 139 Alexine A. Fenty,school,school,,,330 Rugby Road,Brooklyn,40.6412701,-73.9657898,9.96
Kessler Rehabilitation Center,rehabilitation,,rehabilitation,,,,40.7388688,-74.0307106,9.97
SportsCare Physical Therapy,physiotherapist,,physiotherapist,,,,40.7361379,-74.0303838,9.97
Passport Health Hoboken Travel Clinic,clinic,clinic,clinic,,70 Hudson Street,Hoboken,40.7361656,-74.030457,9.97
Public School 119,school,school,,,East 38th Street,Brooklyn,40.6260298,-73.938749,9.97
Hudson Elementary School,school,school,,,,,40.7621029,-74.0306727,9.97
Quality Care Physical Therapy,physiotherapist,,physiotherapist,,,,40.6476773,-73.9755427,9.98
Beam St,dentist,dentist,dentist,,118 Washington Street,Hoboken,40.7381986,-74.0308705,9.98
Visiting Angels Senior Home Care Fort Lee,yes,,yes,,2125 Center Avenue,Fort Lee,40.856037,-73.9700775,9.98
VIPediatrics,doctors,doctors,doctor,,320 Peninsula Boulevard,Cedarhurst,40.6288409,-73.7367219,9.98
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7367009,-74.0308885,9.99
Hackensack Meridian Health,clinic,,clinic,,108 Washington Street,Hoboken,40.7378584,-74.0309629,9.99
Willow Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7480505,-74.0316047,9.99
Midwood High School,school,school,,,,,40.6327797,-73.9527599,9.99
Montefiore Medical Center - Wakefield Campus,hospital,hospital,hospital,,600 East 233rd Street,Bronx,40.8935036,-73.8612154,9.99
Terra Wellness,healthcare,healthcare,alternative,,153 East 4th Street,,40.6485684,-73.9773029,10.0
Montefiore Medical Center - Wakefield Campus,hospital,hospital,hospital,,4141 Carpenter Avenue,Bronx,40.8937765,-73.8610822,10.0
Kinderee Family Dentistry,dentist,dentist,dentist,,,,40.6489063,-73.9777088,10.0
Chaminade High School,school,school,,,340 Jackson Avenue,Mineola,40.74511,-73.6498445,10.0
Stevens Cooperative School,school,school,,,,,40.7406029,-74.0314699,10.0
DRS Yeshiva High School for Boys,school,school,,,,,40.6348991,-73.724612,10.0
CMA Free Arts Island Outpost,school,school,,,,,40.6888171,-74.0141374,10.01
Brooklyn Treehouse Preschool,kindergarten,kindergarten,,,,,40.6635214,-73.994262,10.01
Public School 315,school,school,,,,,40.6330271,-73.9543583,10.02
Ridgefield Memorial High School,school,school,,,,,40.8312114,-73.9993057,10.02
Tiny Purple Pantry,social_facility,social_facility,,food_bank,,,40.6483926,-73.977519,10.02
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,254 Hillside Avenue,Williston Park,40.7550512,-73.6494833,10.02
The Waldorf School of Garden City,school,school,,,225 Cambridge Avenue,Garden City,40.7185172,-73.6539666,10.02
Rite Aid,pharmacy,pharmacy,pharmacy,,,,40.7067493,-73.6578344,10.03
Calabro School,school,school,,,524 Park Ave,,40.7437651,-74.0321793,10.03
Lewis F Cole Middle School,school,school,,,467 Stillwell Avenue,Fort Lee,40.8491427,-73.9807576,10.03
Waldorf School,school,school,,,,,40.7184351,-73.6534628,10.04
Rite Aid,pharmacy,pharmacy,pharmacy,,541 West 235th Street,,40.8856271,-73.9092338,10.04
